Jap	Eng	type	id
戦士抹殺	Warrior Elimination	SPELL	90873992
ジャックス・ナイト	Jack's Knight	NORMAL MONSTER	90876561
究極幻神 アルティミトル・ビシバールキン	Phantasmal Lord Ultimitl Bishbaalkin	EFFECT SYNCHRO MONSTER	90884403
邪眼神トークン	Utchatzimime Token	TOKEN NORMAL MONSTER	90884404
クリフォート・シェル	Qliphort Shell	EFFECT PENDULUM MONSTER	90885155
竜の交感	Draconnection	SPELL	90887783
鉄腕ゴーレム	Steel Ogre Grotto #2	NORMAL MONSTER	90908427
踊る妖精	Dancing Fairy	EFFECT MONSTER	90925163
闇の量産工場	Dark Factory of Mass Production	SPELL	90928333
侵略の侵喰崩壊	Infestation Terminus	TRAP	90934570
先史遺産技術	Chronomaly Technology	SPELL	90951921
TG ハイパー・ライブラリアン	T.G. Hyper Librarian	EFFECT SYNCHRO MONSTER	90953320
剣闘獣ゲオルディアス	Gladiator Beast Gaiodiaz	EFFECT FUSION MONSTER	90957527
トゥーン・ブラック・マジシャン・ガール	Toon Dark Magician Girl	EFFECT TOON SPSUMMON MONSTER	90960358
眠り子	Nemuriko	NORMAL MONSTER	90963488
ダークジェロイド	Dark Jeroid	EFFECT MONSTER	90980792
地征竜－リアクタン	Reactan, Dragon Ruler of Pebbles	EFFECT MONSTER	91020571
海晶乙女の闘海	Marincess Battle Ocean	SPELL FIELD	91027843
デストーイ・デアデビル	Frightfur Daredevil	EFFECT FUSION MONSTER	91034681
エーリアン・テレパス	Alien Telepath	EFFECT MONSTER	91070115
ポリノシス	Pollinosis	TRAP COUNTER	91078716
電磁シールド	Electromagnetic Shield	SPELL CONTINUOUS	91107093
光天使スローネ	Star Seraph Sovereignty	EFFECT MONSTER	91110378
力の代行者 マーズ	The Agent of Force - Mars	EFFECT MONSTER	91123920
スノーマンイーター	Snowman Eater	EFFECT MONSTER	91133740
熾天蝶	Seraphim Papillion	EFFECT LINK MONSTER	91140491
神々の黄昏	Gotterdammerung	SPELL	91148083
エルフの剣士	Celtic Guardian	NORMAL MONSTER	91152256
エルフの剣士	Celtic Guardian	NORMAL MONSTER	91152257
エルフの剣士	Celtic Guardian	NORMAL MONSTER	91152258
魔導獣 ジャッカル	Mythical Beast Jackal	EFFECT PENDULUM MONSTER	91182675
神秘の代行者 アース	The Agent of Mystery - Earth	EFFECT TUNER MONSTER	91188343
「A」細胞組み換え装置	"""A"" Cell Recombination Device"	QUICKPLAY SPELL	91231901
タン・ツイスター	Tongue Twister	EFFECT MONSTER	91250514
SPYRAL－グレース	SPYRAL Master Plan	EFFECT MONSTER	91258852
サイバース・ビーコン	Cyberse Beacon	TRAP	91269402
トリックスターバンド・ギタースイート	Trickstar Band Sweet Guitar	EFFECT FUSION MONSTER	91272072
ヴェルズ・オピオン	Evilswarm Ophion	EFFECT XYZ MONSTER	91279700
B・F－追撃のダート	Battlewasp - Dart the Hunter	EFFECT MONSTER	91283212
雷天気ターメル	The Weather Painter Thunder	EFFECT MONSTER	91299846
魔導耀士 デイブレイカー	Day-Breaker the Shining Magical Warrior	EFFECT LINK MONSTER	91336701
裁きの代行者 サターン	The Agent of Judgment - Saturn	EFFECT MONSTER	91345518
ライトレイ ソーサラー	Lightray Sorcerer	EFFECT SPSUMMON MONSTER	91349449
マドルチェ・ホーットケーキ	Madolche Hootcake	EFFECT MONSTER	91350799
黒い旋風	Black Whirlwind	SPELL CONTINUOUS	91351370
出幻	Apparition	TRAP	91392974
烈風の空牙団	Mayhem Fur Hire	QUICKPLAY SPELL	91405870
フォーチュン・ヴィジョン	Fortune Vision	SPELL CONTINUOUS	91407982
アドヴェンデット・セイヴァー	Avendread Savior	EFFECT LINK MONSTER	91420202
妖仙獣 右鎌神柱	Yosenju Shinchu R	EFFECT PENDULUM MONSTER	91420254
螺旋式発条	Zenmailstrom	TRAP	91422370
A・ジェネクス・ベルフレイム	Genex Ally Bellflame	EFFECT MONSTER	91438994
ガスタの静寂 カーム	Caam, Serenity of Gusto	EFFECT MONSTER	91449144
EMオールカバー・ヒッポ	Performapal Flip Hippo	EFFECT MONSTER	91449532
太陽の祭壇	Temple of the Sun	SPELL CONTINUOUS	91468551
ゲートウェイ・ドラゴン	Gateway Dragon	EFFECT MONSTER	91482773
ガガガザムライ	Gagaga Samurai	EFFECT XYZ MONSTER	91499077
禁忌の壺	Pot of The Forbidden	EFFECT FLIP MONSTER	91501248
トリックスター・ナルキッス	Trickstar Narkissus	EFFECT MONSTER	91505214
インセクト女王	Insect Queen	EFFECT MONSTER	91512835
インセクトモンスタートークン	Insect Monster Token	TOKEN NORMAL MONSTER	91512836
ネオフレムベル・サーベル	Neo Flamvell Sabre	EFFECT MONSTER	91554542
棘の妖精	Prickle Fairy	EFFECT MONSTER	91559748
レプティレス・アンガー	Reptilianne Rage	EQUIP SPELL	91580102
EMトランプ・ウィッチ	Performapal Trump Witch	EFFECT PENDULUM MONSTER	91584698
創星神 tierra	Tierra, Source of Destruction	EFFECT SPSUMMON MONSTER	91588074
秘術の書	Book of Secret Arts	EQUIP SPELL	91595718
ダーク・クルセイダー	Dark Crusader	EFFECT MONSTER	91596726
ゲットライド！	Roll Out!	TRAP	91597389
D・クロックン	Morphtronic Clocken	EFFECT MONSTER	91607976
連鎖爆撃	Chain Strike	QUICKPLAY SPELL	91623717
神樹のパラディオン	Crusadia Arboria	EFFECT TUNER MONSTER	91646304
森羅の恵み	Sylvan Blessing	TRAP	91650245
ガスタ・イグル	Gusto Egul	EFFECT TUNER MONSTER	91662792
サイバー・エスパー	Cyber Esper	EFFECT MONSTER	91663373
セキュリティ・ブロック	Security Block	QUICKPLAY SPELL	91665064
サイバー・エンジェル－伊舎那－	Cyber Angel Izana	EFFECT RITUAL MONSTER	91668401
かっとビング・チャレンジ	Hi-Five the Sky	TRAP	91677585
D－HERO ドリルガイ	Destiny HERO - Drilldark	EFFECT MONSTER	91691605
極星邪狼フェンリル	Fenrir the Nordic Wolf	EFFECT SPSUMMON MONSTER	91697229
フレムベル・デビル	Flamvell Fiend	EFFECT MONSTER	91711547
時械神カミオン	Kamion, the Timelord	EFFECT MONSTER	91712985
ゴゴゴアリステラ＆デクシア	Gogogo Aristera & Dexia	EFFECT MONSTER	91718579
ジェムナイト・ガネット	Gem-Knight Garnet	NORMAL MONSTER	91731841
ご隠居の大釜	Cauldron of the Old Man	SPELL CONTINUOUS	91740879
リターン・オブ・アンデット	Return of the Zombies	TRAP	91742238
犬タウルス	Caninetaur	EFFECT MONSTER	91754175
覇者の一括	Thunder of Ruler	TRAP	91781589
クラブ・タートル	Crab Turtle	RITUAL MONSTER	91782219
デュアル・スコーピオン	Gemini Scorpion	EFFECT MONSTER	91798373
ディメンション・アトラクター	Dimension Shifter	EFFECT MONSTER	91800273
トリオンの蟲惑魔	Traptrix Myrmeleo	EFFECT MONSTER	91812341
マジックブラスト	Magical Blast	SPELL	91819979
ガスタのつむじ風	Whirlwind of Gusto	TRAP	91822647
水照明	Aquarium Lighting	SPELL CONTINUOUS	91831066
トゥーン・デーモン	Toon Summoned Skull	EFFECT TOON SPSUMMON MONSTER	91842653
激昂のムカムカ	Enraged Muka Muka	EFFECT MONSTER	91862578
アマゾネスの射手	Amazoness Archer	EFFECT MONSTER	91869203
銀嶺の巨神	Soul of Silvermountain	EFFECT XYZ MONSTER	91895091
エヴォルド・エルギネル	Evoltile Elginero	EFFECT MONSTER	91903221
クリフォート・アーカイブ	Qliphort Carrier	EFFECT PENDULUM MONSTER	91907707
ハーピィ・レディ1	Harpie Lady 1	EFFECT MONSTER	91932350
ホーリー・ドール	Rogue Doll	NORMAL MONSTER	91939608
応身の機械天使	Incarnated Machine Angel	SPELL CONTINUOUS	91946859
迅雷の騎士ガイアドラグーン	Gaia Dragon, the Thunder Charger	EFFECT XYZ MONSTER	91949988
海晶乙女ブルータン	Marincess Blue Tang	EFFECT MONSTER	91953000
女神ウルドの裁断	Goddess Urd's Verdict	SPELL CONTINUOUS	91969909
鋼核初期化	Koa'ki Meiru Initialize!	QUICKPLAY SPELL	91985515
アタック・リフレクター・ユニット	Attack Reflector Unit	TRAP	91989718
ウィップテイル・ガーゴイル	Whiptail Crow	NORMAL MONSTER	91996584
XYZ－ドラゴン・キャノン	XYZ-Dragon Cannon	EFFECT FUSION MONSTER	91998119
XYZ－ドラゴン・キャノン	XYZ-Dragon Cannon	EFFECT FUSION MONSTER	91998120
XYZ－ドラゴン・キャノン	XYZ-Dragon Cannon	EFFECT FUSION MONSTER	91998121
古代の機械城	Ancient Gear Castle	SPELL CONTINUOUS	92001300
No.76 諧調光師グラディエール	Number 76: Harmonizer Gradielle	EFFECT XYZ MONSTER	92015800
ヴァイロン・エレメント	Vylon Element	SPELL CONTINUOUS	92035412
デーモンの騎兵	Archfiend Cavalry	EFFECT MONSTER	92039899
アクアアクトレス・アロワナ	Aquaactress Arowana	EFFECT MONSTER	92053608
氷結界に住む魔酔虫	Numbing Grub in the Ice Barrier	EFFECT MONSTER	92065772
見切りの極意	Showdown of the Secret Sense Scroll Techniques	TRAP COUNTER	92080692
ヒゲアンコウ	Unshaven Angler	EFFECT MONSTER	92084010
調星のドラッグスター	Space Dragster	TRAP CONTINUOUS	92092092
シェイプシスター	Shapesister	TRAP CONTINUOUS	92099232
聖騎士アルトリウス	Noble Knight Artorigus	NORMAL MONSTER	92125819
パクバグ	Bite Bug	EFFECT MONSTER	92142169
EMロングフォーン・ブル	Performapal Longphone Bull	EFFECT MONSTER	92170894
サプレス・コライダー	Suppression Collider	NORMAL MONSTER	92176681
時の女神の悪戯	Mischief of the Time Goddess	QUICKPLAY SPELL	92182447
霊魂鳥－伝鳩	Shinobird Pigeon	EFFECT SPIRIT MONSTER	92200612
紺碧の機界騎士	Mekk-Knight Indigo Eclipse	EFFECT MONSTER	92204263
二者一両損	Simultaneous Loss	TRAP	92219931
神鳥の霊峰エルブルズ	Elborz, the Sacred Lands of Simorgh	SPELL FIELD	92223430
天空の泉	The Fountain in the Sky	SPELL CONTINUOUS	92223641
妖仙獣 鎌弐太刀	Yosenju Kama 2	EFFECT MONSTER	92246806
潤いの風	Humid Winds	TRAP CONTINUOUS	92266279
カラクリ樽 真九六	"Karakuri Barrel mdl 96 ""Shinkuro"""	EFFECT TUNER MONSTER	92300891
ディフェクト・コンパイラー	Defect Compiler	EFFECT MONSTER	92327802
フューリー・オブ・ファイア	Fury of Fire	SPELL	92345028
サイコ・ソード	Psychic Sword	EQUIP SPELL	92346415
レッドアイズ・インサイト	Red-Eyes Insight	SPELL	92353449
アトミック・スクラップ・ドラゴン	Atomic Scrap Dragon	EFFECT SYNCHRO MONSTER	92361635
銀河衛竜	Galaxy Satellite Dragon	EFFECT LINK MONSTER	92362073
RUM－リミテッド・バリアンズ・フォース	Rank-Up-Magic Limited Barian's Force	SPELL	92365601
スレイブタイガー	Test Tiger	EFFECT MONSTER	92373006
黒衣の大賢者	Dark Sage	EFFECT SPSUMMON MONSTER	92377303
黄金の征服王	El Dorado Adelantado	TRAP	92379223
ウィルミー	Wilmee	NORMAL MONSTER	92391084
スピリットの誘い	Spirit's Invitation	TRAP CONTINUOUS	92394653
ドラゴンの宝珠	The Dragon's Bead	TRAP CONTINUOUS	92408984
ホワイト・ドルフィン	White Dolphin	NORMAL MONSTER	92409659
雨天気ラズラ	The Weather Painter Rain	EFFECT MONSTER	92411493
ギミック・パペット－ネクロ・ドール	Gimmick Puppet Dreary Doll	EFFECT MONSTER	92418590
レアメタル・レディ	Robolady	NORMAL MONSTER	92421852
時械神ラツィオン	Lazion, the Timelord	EFFECT MONSTER	92435533
リミッター・ブレイク	Limiter Overload	TRAP	92450185
心眼の祭殿	Temple of the Mind's Eye	SPELL FIELD	92481084
聖戦士カオス・ソルジャー	Black Luster Soldier - Sacred Soldier	EFFECT MONSTER	92510265
神の忠告	Solemn Scolding	TRAP COUNTER	92512625
燃え盛るヒータ	Blazing Hiita	EFFECT MONSTER	92518817
魔弾－デビルズ・ディール	Magical Musket - Fiendish Deal	TRAP CONTINUOUS	92534075
DDD反骨王レオニダス	D/D/D Rebel King Leonidas	EFFECT PENDULUM MONSTER	92536468
サーヴァント・オブ・エンディミオン	Servant of Endymion	EFFECT PENDULUM MONSTER	92559258
星遺物の導く先	The World Legacy	SPELL CONTINUOUS	92562411
殺炎星－ブルキ	Brotherhood of the Fire Fist - Buffalo	EFFECT MONSTER	92572371
プラズマ・ボール	Plasma Ball	EFFECT MONSTER	92595545
罰則金	Fine	TRAP	92595643
Feedran, the Winds of Mischief	Feedran, the Winds of Mischief	EFFECT MONSTER	92597893
H・C アンブッシュ・ソルジャー	Heroic Challenger - Ambush Soldier	EFFECT MONSTER	92609670
フォトン・ストリーク・バウンサー	Photon Strike Bounzer	EFFECT XYZ MONSTER	92661479
マーダーサーカス・ゾンビ	Clown Zombie	NORMAL MONSTER	92667214
チューニング・サポーター	Tuningware	EFFECT MONSTER	92676637
ギアギアンカー	Geargianchor	EFFECT MONSTER	92693205
ダーク・クリエイター	The Dark Creator	EFFECT SPSUMMON MONSTER	92719314
D・ラジカッセン	Morphtronic Boomboxen	EFFECT MONSTER	92720564
竜宮のツガイ	Giant Pairfish	EFFECT MONSTER	92723496
子狸ぽんぽこ	Baby Raccoon Ponpoko	EFFECT MONSTER	92729410
マグネッツ2号	M-Warrior #2	NORMAL MONSTER	92731455
グレート・スピリット	Great Spirit	EFFECT MONSTER	92736188
竜剣士ラスターP	Luster Pendulum, the Dracoslayer	EFFECT TUNER PENDULUM MONSTER	92746535
エレメント・ザウルス	Element Saurus	EFFECT MONSTER	92755808
EMバラクーダ	Performapal Barracuda	EFFECT PENDULUM MONSTER	92767273
サイバネティック・ヒドゥン・テクノロジー	Cybernetic Hidden Technology	TRAP CONTINUOUS	92773018
エクスクローラー・クオリアーク	X-Krawler Qualiark	EFFECT LINK MONSTER	92781606
リチュア・エリアル	Gishki Ariel	EFFECT FLIP MONSTER	92784374
堕天使ユコバック	Darklord Ukoback	EFFECT MONSTER	92807548
ギミック・パペット－ナイト・ジョーカー	Gimmick Puppet Twilight Joker	EFFECT MONSTER	92821268
馬頭鬼	Mezuki	EFFECT MONSTER	92826944
幻水龍	Mythic Water Dragon	EFFECT MONSTER	92841002
立ちはだかる強敵	Staunch Defender	TRAP	92854392
ドラグニティ－セナート	Dragunity Senatus	EFFECT MONSTER	92868896
魔装戦士 ドラゴノックス	Dragonox, the Empowered Warrior	EFFECT PENDULUM MONSTER	92870717
魅惑の合わせ鏡	Alluring Mirror Split	SPELL CONTINUOUS	92881099
ながれ者傭兵部隊	Nomadic Force	EFFECT MONSTER	92887027
ディフォーム	Morphtransition	TRAP	92890308
ヴァレルロード・F・ドラゴン	Borreload Furious Dragon	EFFECT FUSION MONSTER	92892239
スクラップ・サーチャー	Scrap Searcher	EFFECT MONSTER	92901944
魔導法皇 ハイロン	Hierophant of Prophecy	EFFECT XYZ MONSTER	92918648
宣告者の神巫	Diviner of the Heralds	EFFECT TUNER MONSTER	92919429
蘇りし魂	Soul Resurrection	TRAP CONTINUOUS	92924317
EMミス・ディレクター	Performapal Miss Director	EFFECT TUNER MONSTER	92932860
霞の谷の風使い	Mist Valley Windmaster	EFFECT TUNER MONSTER	92933195
邪炎の翼	Wings of Wicked Flame	NORMAL MONSTER	92944626
EMショーダウン	Performapal Show Down	TRAP	92958307
グローアップ・ブルーム	Glow-Up Bloom	EFFECT TUNER MONSTER	92964816
サブテラーマリス・バレスアッシュ	Subterror Behemoth Ultramafus	EFFECT FLIP MONSTER	92970404
孤高除獣	Aloof Lupine	EFFECT MONSTER	92998610
マハー・ヴァイロ	Maha Vailo	EFFECT MONSTER	93013676
ゼロ・デイ・ブラスター	Zero-Day Blaster	TRAP	93014827
王宮の弾圧	Royal Oppression	TRAP CONTINUOUS	93016201
燈影の機界騎士	Mekk-Knight Orange Sunset	EFFECT MONSTER	93020401
墓守の召喚師	Gravekeeper's Recruiter	EFFECT MONSTER	93023479
Plunder Patroll Shipyarrrd	Plunder Patroll Shipyarrrd	SPELL FIELD	93031067
破械神アルバ	Unchained Soul of Anguish	EFFECT LINK MONSTER	93084621
聖騎士エクター・ド・マリス	Noble Knight Eachtar	EFFECT MONSTER	93085839
炎の護封剣	Swords of Burning Light	SPELL CONTINUOUS	93087299
ワンタイム・パスコード	One-Time Passcode	SPELL	93104632
セキュリティトークン	Security Token	TOKEN NORMAL MONSTER	93104633
共鳴虫	Howling Insect	EFFECT MONSTER	93107608
リクイド・ビースト	Liquid Beast	NORMAL MONSTER	93108297
モンスター回収	Monster Recovery	QUICKPLAY SPELL	93108433
No.58 炎圧鬼バーナー・バイサー	Number 58: Burner Visor	EFFECT XYZ MONSTER	93108839
レプティアの武者騎兵	Samurai Cavalry of Reptier	EFFECT PENDULUM MONSTER	93124273
ビクトリー・バイパー XX03	Victory Viper XX03	EFFECT MONSTER	93130021
オプショントークン	Option Token	TOKEN NORMAL MONSTER	93130022
バトル・スタン・ソニック	Sonic Stun	TRAP	93138457
オッドアイズ・ファントム・ドラゴン	Odd-Eyes Phantom Dragon	EFFECT PENDULUM MONSTER	93149655
ボルテック・コング	Voltic Kong	EFFECT MONSTER	93151201
ヴァイロン・オメガ	Vylon Omega	EFFECT SYNCHRO MONSTER	93157004
クリスタル・ガール	Crystal Girl	EFFECT MONSTER	93169863
マジック・ストライカー	Spell Striker	EFFECT MONSTER	93187568
黄金郷のワッケーロ	Huaquero of the Golden Land	TRAP CONTINUOUS	93191801
超音速波	Sonic Boom	TRAP	93211810
アーミー・ジェネクス	Genex Army	EFFECT MONSTER	93211836
毒蛇の供物	Offering to the Snake Deity	TRAP	93217231
グランド・ドラゴン	Cave Dragon	EFFECT MONSTER	93220472
エンシェント・エルフ	Ancient Elf	NORMAL MONSTER	93221206
幻魔の殉教者	Phantasmal Martyrs	SPELL	93224848
幻魔の殉教者トークン	Phantasmal Martyr Token	TOKEN NORMAL MONSTER	93224849
星遺物を巡る戦い	World Legacy Clash	QUICKPLAY SPELL	93236220
ドン・サウザンドの玉座	Don Thousand's Throne	SPELL CONTINUOUS	93238626
魔法効果の矢	Spell Shattering Arrow	QUICKPLAY SPELL	93260132
傷炎星－ウルブショウ	Brotherhood of the Fire Fist - Wolf	EFFECT MONSTER	93294869
魔装戦士 ヴァンドラ	Ventdra, the Empowered Warrior	EFFECT MONSTER	93298460
Kozmo－ダーク・ローズ	Kozmoll Wickedwitch	EFFECT MONSTER	93302695
怒炎壊獣ドゴラン	Dogoran, the Mad Flame Kaiju	EFFECT MONSTER	93332803
水の魔導師	Water Magician	NORMAL MONSTER	93343894
洞窟に潜む竜	The Dragon Dwelling in the Cave	NORMAL MONSTER	93346024
不退の荒武者	Driven Daredevil	EFFECT SYNCHRO MONSTER	93353691
魔弾－クロス・ドミネーター	Magical Musket - Cross-Domination	QUICKPLAY SPELL	93356623
魔妖仙獣 大刃禍是	Mayosenju Daibak	EFFECT PENDULUM MONSTER	93368494
フィッシュボーグ－ガンナー	Fishborg Blaster	EFFECT TUNER MONSTER	93369354
孤毒の剣	Solitary Sword of Poison	EQUIP SPELL	93377803
ジェムナイト・プリズムオーラ	Gem-Knight Prismaura	EFFECT FUSION MONSTER	93379652
命の綱	Rope of Life	TRAP	93382620
パラレル・パンツァー	Parallel Panzer	EQUIP SPELL	93394164
角笛砕き	Smashing Horn	TRAP COUNTER	93396832
暗黒界に続く結界通路	Gateway to Dark World	QUICKPLAY SPELL	93431518
D－HERO ダンクガイ	Destiny HERO - Dunker	EFFECT MONSTER	93431862
ビンゴマシーンGO！GO！	Bingo Machine, Go!!!	SPELL	93437091
グレイドル・コブラ	Graydle Cobra	EFFECT MONSTER	93445074
F.A.ハングオンマッハ	F.A. Hang On Mach	EFFECT MONSTER	93449450
ゼンマイハニー	Wind-Up Honeybee	EFFECT MONSTER	93451636
バスター・バースト	Assault Overload	QUICKPLAY SPELL	93469007
極神聖帝オーディン	Odin, Father of the Aesir	EFFECT SYNCHRO MONSTER	93483212
オルターガイスト・プライムバンシー	Altergeist Primebanshee	EFFECT LINK MONSTER	93503294
進化への懸け橋	Evolutionary Bridge	TRAP	93504463
リチュア・ヴァニティ	Gishki Vanity	EFFECT MONSTER	93506862
ダイナレスラー・カパプテラ	Dinowrestler Capaptera	EFFECT MONSTER	93507434
D・モバホン	Morphtronic Celfon	EFFECT MONSTER	93542102
先史遺産ソル・モノリス	Chronomaly Sol Monolith	EFFECT MONSTER	93543806
マンイーター	Man Eater	NORMAL MONSTER	93553943
暗黒界の雷	Dark World Lightning	SPELL	93554166
No.80 狂装覇王ラプソディ・イン・バーサーク	Number 80: Rhapsody in Berserk	EFFECT XYZ MONSTER	93568288
剛鬼ヘルトレーナー	Gouki Ringtrainer	EFFECT MONSTER	93581434
沈黙の邪悪霊	Dark Spirit of the Silent	TRAP	93599951
マスク・チェンジ・セカンド	Mask Change II	QUICKPLAY SPELL	93600443
シールド・ハンドラ	Shield Handler	TRAP	93655221
D－HERO ダスクユートピアガイ	Destiny HERO - Dusktopia	EFFECT FUSION MONSTER	93657021
イグナイト・ウージー	Igknight Veteran	NORMAL PENDULUM MONSTER	93662626
水晶機巧－クオン	Crystron Quan	EFFECT TUNER MONSTER	93665266
士気高揚	Morale Boost	SPELL CONTINUOUS	93671934
剣闘排斥波	Gladiator Rejection	SPELL CONTINUOUS	93684009
ダークネス・デストロイヤー	Darkness Destroyer	EFFECT MONSTER	93709215
No.24 竜血鬼ドラギュラス	Number 24: Dragulas the Vampiric Dragon	EFFECT XYZ MONSTER	93713837
魔神アーク・マキナ	Mekanikal Arkfiend	EFFECT MONSTER	93715853
銀河眼の光子竜	Galaxy-Eyes Photon Dragon	EFFECT MONSTER	93717133
カラクリ忍者 参参九	"Karakuri Ninja mdl 339 ""Sazank"""	EFFECT MONSTER	93724592
先史遺産クリスタル・エイリアン	Chronomaly Crystal Chrononaut	EFFECT XYZ MONSTER	93730230
真空イタチ	Whirlwind Weasel	EFFECT FLIP MONSTER	93730409
空牙団の孤高 サジータ	Sagitta, Maverick Fur Hire	EFFECT MONSTER	93738004
砂漠の光	Desert Sunlight	TRAP	93747864
マシュマカロン	Marshmacaron	EFFECT MONSTER	93749093
猛炎星－テンレイ	Brotherhood of the Fire Fist - Caribou	EFFECT MONSTER	93751476
炎舞－「洞明」	Fire Formation - Domei	SPELL CONTINUOUS	93754402
リバース・リユース	Reverse Reuse	TRAP	93775296
さまよえる亡者	The Wandering Doomed	NORMAL MONSTER	93788854
ゼロ・ガードナー	Zero Gardna	EFFECT MONSTER	93816465
キラー・ラブカ	Friller Rabca	EFFECT MONSTER	93830681
空牙団の剣士 ビート	Beat, Bladesman Fur Hire	EFFECT MONSTER	93850652
宵星の機神ディンギルス	Dingirsu, the Orcust of the Evening Star	EFFECT XYZ MONSTER	93854893
富炎星－ハクテンオウ	Brotherhood of the Fire Fist - Swan	EFFECT FUSION MONSTER	93877990
ジェネクス・ワーカー	Genex Worker	EFFECT MONSTER	93882364
マーダーサーカス	Crass Clown	EFFECT MONSTER	93889755
EMブランコブラ	Performapal Swincobra	EFFECT PENDULUM MONSTER	93892436
ヘイト・バスター	Hate Buster	TRAP	93895605
マタンゴ	Mushroom Man #2	EFFECT MONSTER	93900406
リバイバル・ギフト	Revival Gift	TRAP	93912845
ギフト・デモン・トークン	Gift Fiend Token	TOKEN NORMAL MONSTER	93912846
星遺物－『星杖』	"World Legacy - ""World Wand"""	EFFECT MONSTER	93920420
ペンギン・ソルジャー	Penguin Soldier	EFFECT FLIP MONSTER	93920745
カイザー・ブラッド・ヴォルス	Kaiser Vorse Raider	EFFECT MONSTER	93927067
無の煉獄	Into the Void	SPELL	93946239
マジック・ストライダー	Spell Strider	EFFECT MONSTER	93966624
黒鋼竜	Black Metal Dragon	EFFECT MONSTER	93969023
トリック・ボックス	Trick Box	TRAP	93983867
アマゾネスの剣士	Amazoness Swords Woman	EFFECT MONSTER	94004268
深淵の宣告者	Herald of the Abyss	SPELL	94016752
ベヒゴン	Behegon	NORMAL MONSTER	94022093
スコール	Violent Rain	NORMAL MONSTER	94042337
オルフェゴール・カノーネ	Orcust Brass Bombard	EFFECT TUNER MONSTER	94046012
タイムパッセージ	Time Passage	QUICKPLAY SPELL	94068856
空牙団の撃手 ドンパ	Donpa, Marksman Fur Hire	EFFECT MONSTER	94073244
マイン・モール	Mine Mole	EFFECT MONSTER	94079037
黒光りするG	"Shiny Black ""C"""	EFFECT MONSTER	94081496
インヴェルズ・グレズ	Steelswarm Hercules	EFFECT MONSTER	94092230
SPYGAL－ミスティ	SPYGAL Misty	EFFECT MONSTER	94096018
武神器－オロチ	Bujingi Ophidian	EFFECT MONSTER	94096616
終焉の守護者アドレウス	Adreus, Keeper of Armageddon	EFFECT XYZ MONSTER	94119480
二頭を持つキング・レックス	Two-Headed King Rex	NORMAL MONSTER	94119974
チェックサム・ドラゴン	Checksum Dragon	EFFECT MONSTER	94136469
ティンダングル・イントルーダー	Tindangle Intruder	EFFECT FLIP MONSTER	94142993
ドロール＆ロックバード	Droll & Lock Bird	EFFECT MONSTER	94145021
スワローズ・ネスト	Swallow's Nest	QUICKPLAY SPELL	94145683
逆さ眼鏡	Reverse Glasses	TRAP	94156050
真竜凰マリアムネ	Mariamne, the True Dracophoenix	EFFECT MONSTER	94160895
無限の手札	Infinite Cards	SPELL CONTINUOUS	94163677
王の影 ロプトル	Loptr, Shadow of the Generaider Boss	EFFECT MONSTER	94183877
強制脱出装置	Compulsory Evacuation Device	TRAP	94192409
ガガガキッド	Gagaga Child	EFFECT MONSTER	94203886
海晶乙女ワンダーハート	Marincess Wonder Heart	EFFECT LINK MONSTER	94207108
ウィジャ盤	Destiny Board	TRAP CONTINUOUS	94212438
夜叉	Yaksha	EFFECT SPIRIT MONSTER	94215860
RUM－アージェント・カオス・フォース	Rank-Up-Magic Argent Chaos Force	SPELL	94220427
白き宿命のエルドリクシル	Eldlixir of White Destiny	QUICKPLAY SPELL	94224458
ニードル・ボール	Needle Ball	EFFECT FLIP MONSTER	94230224
混沌空間	Chaos Zone	SPELL FIELD	94243005
エレメンタル・アブソーバー	Elemental Absorber	TRAP CONTINUOUS	94253609
Plunder Patrollship Brann	Plunder Patrollship Brann	EFFECT SYNCHRO MONSTER	94253655
バベル・タワー	Tower of Babel	TRAP CONTINUOUS	94256039
サクリファイス・アニマ	Relinquished Anima	EFFECT LINK MONSTER	94259633
トランス・デーモン	Trance Archfiend	EFFECT MONSTER	94283662
プリベント・スター	Prevention Star	EQUIP SPELL	94303232
音響戦士ドラムス	Symphonic Warrior Drumss	EFFECT TUNER MONSTER	94331452
電子光虫－ウェブソルダー	Digital Bug Websolder	EFFECT MONSTER	94344242
TG ギア・ゾンビ	T.G. Gear Zombie	EFFECT TUNER MONSTER	94350039
ティンダングル・ベース・ガードナー	Tindangle Base Gardna	EFFECT MONSTER	94365540
押し売りゾンビ	Hard-sellin' Zombie	TRAP CONTINUOUS	94374859
仮面魔獣の儀式	Curse of the Masked Beast	RITUAL SPELL	94377247
No.103 神葬零嬢ラグナ・ゼロ	Number 103: Ragnazero	EFFECT XYZ MONSTER	94380860
ライトロード・エンジェル ケルビム	Celestia, Lightsworn Angel	EFFECT MONSTER	94381039
花札衛－萩に猪－	Flower Cardian Clover with Boar	EFFECT SPSUMMON MONSTER	94388754
メカレオン	Mechaleon	NORMAL MONSTER	94412545
星読みの魔術師	Stargazer Magician	EFFECT PENDULUM MONSTER	94415058
魔弾の射手 ワイルド	Magical Musketeer Wild	EFFECT MONSTER	94418111
エレメントの泉	Spring of Rebirth	SPELL CONTINUOUS	94425169
ピンポイント奪取	Pinpoint Dash	TRAP	94431029
殻醒する煉獄	Void Launch	TRAP CONTINUOUS	94432298
