id	Jap_FullWidth	AutoSet
47910940	海晶乙女グレート・バブル・リーフ	" ,attribute,==,WATER
 ,type,include,MONSTER
 ,attribute,==,WATER__And,type,include,MONSTER
 ,cat_Jap,include,マリンセス"
48333324	ＲＵＭ－ヌメロン・フォース	
48579379	究極完全態・グレート・モス	
48736598	コードブレイカー・ウイルスバーサーカー	" ,cat_Jap,include,コードブレイカー
 ,cat_Jap,include,コードブレイカー"
49105782	Hraesvelgr, the Desperate Doom Eagle	 ,type,include,MONSTER
49389190	夢魔鏡の乙女－イケロス	 ,cat_Jap,include,夢魔鏡
49511705	銃砲撃	
49655592	Ｆ.Ａ.ウィップクロッサー	
49814180	マスターモンク	
50793215	深海姫プリマドーナ	 ,attribute,==,WATER__And,level,<,4
50863093	マシンナーズ・ラディエーター	" ,type,include,MONSTER__And,cat_Jap,include,マシンナーズ
 ,race,==,MACHINE
 ,cat_Jap,include,マシンナーズ__And,level,<,tc:GetLevel(__And,id,!=,tc:GetCode("
51405049	ワンチャン！？	
51686645	捲怒重来	
51916853	マジカル・ハウンド	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
52038441	朔夜しぐれ	
52367652	命を食する者	
52860176	憑依するブラッド・ソウル	 ,level,<,3
53241226	クロス・オーバー	
53363708	ラプテノスの超魔剣	
53701259	覚醒の三幻魔	 ,type,include,TRAP__And,type,include,CONTINUOUS
54040484	カオス・コア	
54485355	昇華騎士－エクスパラディン	" ,(,1,.__ ,(,2,.__ ,race,==,WARRIOR__And,attribute,==,FIRE__.,),2,.__Or,type,include,GEMINI__.,),2,.
 ,type,include,GEMINI"
54635100	リンクルベル	
54828837	失楽の霹靂	
55415564	ＤＤイービル	 ,cat_Jap,include,DD
55538156	極炎舞－「辰斗」	" ,cat_Jap,include,炎星__And,type,include,MONSTER
 ,cat_Jap,include,炎舞__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
55702233	生きる偲びのシルキィ	
55762976	グッサリ＠イグニスター	
55976207	Execution of the Contract	 ,level,!=,lv
56198785	Guard Ghost	
56824871	焔聖騎士－リナルド	" ,attribute,==,FIRE__And,race,==,WARRIOR
 ,(,1,.__ ,(,2,.__ ,attribute,==,FIRE__And,race,==,WARRIOR__.,),2,.__Or,type,include,EQUIP__.,),2,."
57314798	Ｎｏ.１００ ヌメロン・ドラゴン	" ,type,include,XYZ,xyz,sumtype,tp__And,cat_Jap,include,No.
 ,type,include,XYZ
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
58116537	戦華史略－孫劉同盟	
58901502	ゴヨウ・ディフェンダー	" ,(,1,.__ ,race,==,WARRIOR__And,attribute,==,EARTH__And,type,include,SYNCHRO__.,),1,.
 ,race,==,WARRIOR__And,attribute,==,EARTH__And,type,include,SYNCHRO"
59071624	アロメルスの蟲惑魔	" ,level,==,4__ ,race,==,PLANT
 ,type,include,MONSTER"
59332125	Ａｉラブ融合	 ,cat_Jap,include,@イグニスター
59741415	機甲部隊の超臨界	" ,race,==,MACHINE
 ,cat_Jap,include,マシンナーズ__And,id,!=,code
 ,type,include,MONSTER__And,race,==,MACHINE"
59859086	スプラッシュ・メイジ	 ,race,==,CYBERSE
59934749	聖騎士の追想 イゾルデ	" ,race,==,WARRIOR
 ,type,include,SPELL__And,type,include,EQUIP
 ,race,==,WARRIOR__And,level,<,lv
 ,race,==,WARRIOR__And,level,==,lv"
60033398	戦華の来－張遠	
61190918	トゥーン・バスター・ブレイダー	" ,type,include,TOON
 ,race,==,DRAGON"
61257789	スターダスト・ドラゴン／バスター	
61459246	夢魔鏡の夢占い	
61472381	巧炎星－エランセイ	" ,type,include,MONSTER
 ,cat_Jap,include,炎舞__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,(,1,.__ ,cat_Jap,include,炎星__Or,cat_Jap,include,炎舞__.,),1,."
61641818	電脳堺龍－龍々	
62171834	夢幻の夢魔鏡	 ,cat_Jap,include,夢魔鏡__And,type,include,MONSTER
62256492	憑依覚醒	
62393472	夢魔鏡の聖獣－パンタス	 ,cat_Jap,include,夢魔鏡__And,level,<,8
62694833	魁炎星－シーブ	" ,cat_Jap,include,炎舞__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,cat_Jap,include,炎舞__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.__And,id,!=,tc:GetCode(
 ,cat_Jap,include,炎舞__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
62850093	氷天禍チルブレイン	
63125616	闇を司る影	
63410069	Desert Locusts	
63468625	機皇神マシニクル∞	" ,type,include,MONSTER__And,cat_Jap,include,機皇
 ,type,include,SYNCHRO"
63519819	サウザンド・アイズ・サクリファイス	
63717421	起動指令 ギア・チャージ	 ,cat_Jap,include,ガジェット__And,type,include,EQUIP
63972571	獣神王バルバロス	 ,cat_Jap,include,バルバロス
65029288	ＥＭオッドアイズ・メタル・クロウ	
66750703	炎傑の梁山閣	" ,cat_Jap,include,炎星
 ,type,include,MONSTER__And,race,==,BEASTWARRIOR"
67037924	巨神封じの矢	
67045745	Ｆ.Ａ.ソニックマイスター	
67647362	Blackbeard, the Plunder Patroll Captain	" ,cat_Jap,include,Plunder Patroll__And,attribute,==,att
 ,type,include,MONSTER"
67865534	希望の魔術師	" ,type,include,PENDULUM__And,level,<,7
 ,type,include,PENDULUM__And,type,include,MONSTER"
68159562	マドルチェ・プロムナード	" ,cat_Jap,include,マドルチェ__And,type,include,MONSTER
 ,cat_Jap,include,マドルチェ__And,type,include,XYZ
 ,cat_Jap,include,マドルチェ__And,type,include,MONSTER"
68199168	轟の王 ハール	 ,(,1,.__ ,race,==,SPELLCASTER__Or,(,2,.__ ,cat_Jap,include,ジェネレイド__And,type,include,MONSTER__.,),2,.__.,),2,.
68769900	Redbeard, the Plunder Patroll Matey	" ,cat_Jap,include,Plunder Patroll__And,attribute,==,att
 ,type,include,MONSTER
 ,cat_Jap,include,Plunder Patroll"
68881649	憑依装着－エリア	 ,attribute,==,WATER
68881650	憑依装着－エリア	 ,attribute,==,WATER
69003792	メガリス・アンフォームド	
69381150	Ａｉ－Ｑ	" ,cat_Jap,include,@イグニスター
 ,type,include,LINK"
69550259	ＳＲブロックンロール	
69550260	ＳＲトークン	
69811710	宵星の騎士ギルス	 ,(,1,.__ ,cat_Jap,include,オルフェゴール__Or,cat_Jap,include,星遺物__.,),1,.
69811711	星遺物トークン	 ,(,1,.__ ,cat_Jap,include,オルフェゴール__Or,cat_Jap,include,星遺物__.,),1,.
69838761	マシンナーズ・メタルクランチ	 ,race,==,MACHINE__And,attribute,==,EARTH
70084224	首狩り魔人	
70156946	ランタン・シャーク	 ,(,1,.__ ,level,==,3__ ,level,==,4__ ,level,==,5__.,),1,.__And,attribute,==,WATER
70156997	地霊術－「鉄」	" ,attribute,==,EARTH
 ,level,<,4__ ,attribute,==,EARTH"
70226289	ウィッチクラフト・デモンストレーション	 ,cat_Jap,include,ウィッチクラフト
70333910	ノクトビジョン・ドラゴン	 ,race,==,DRAGON__And,attribute,==,DARK
71278040	パラレルエクシード	
71345905	ＲＤＭ－ヌメロン・フォール	 ,cat_Jap,include,希望皇ホープ
71348837	マドルチェ・サロン	 ,cat_Jap,include,マドルチェ__And,(,1,.__ ,type,include,TRAP__Or,type,include,SPELL__.,),1,.
71544954	メガロック・ドラゴン	 ,race,==,ROCK
71555408	剛鬼アイアン・クロー	 ,cat_Jap,include,剛鬼
71978434	深海のミンストレル	" ,attribute,==,WATER
 ,level,<,4__ ,attribute,==,WATER"
72060415	深海のアリア	" ,attribute,==,WATER
 ,race,==,SEASERPENT__And,level,<,4"
72090076	ネメシス・コリドー	" ,type,include,MONSTER
 ,cat_Jap,include,ネメシス__And,type,include,MONSTER"
72881007	宝玉の氾濫	" ,cat_Jap,include,宝玉獣
 ,cat_Jap,include,宝玉獣"
73287067	リンク・バースト	
73309655	清冽の水霊使いエリア	" ,attribute,==,WATER
 ,defense,<,1500__ ,type,include,MONSTER__And,attribute,==,WATER"
74277583	ブレイブ・シザー	
74665651	聖光の夢魔鏡	" ,id,==,1050355
 ,cat_Jap,include,夢魔鏡__And,attribute,==,LIGHT
 ,cat_Jap,include,夢魔鏡
 ,cat_Jap,include,夢魔鏡"
74823665	インフェルノ	 ,attribute,==,FIRE
75059201	Ｆ.Ａ.ターボチャージャー	
75888208	夢魔鏡の夢魔－イケロス	 ,cat_Jap,include,夢魔鏡
75988594	超重剣聖ムサ－Ｃ	 ,race,==,MACHINE
76218643	ブラックポータン	" ,type,include,TUNER
 ,type,include,TUNER"
76500786	Star Power!!	 ,(,1,.__ ,level,>,1__.,),1,.
76722334	Capshell	
77522571	デストーイ・マイスター	" ,level,<,4
 ,race,==,FIEND
 ,level,==,rc:GetLevel(__ ,id,!=,rc:GetCode(
 ,level,<,4
 ,race,==,FIEND
 ,level,==,sg:GetSum(Card.GetOriginalLevel"
77539547	戦華の美－周公	" ,type,include,CONTINUOUS
 ,cat_Jap,include,戦華__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
77625948	サイバー・ダーク・エッジ	 ,level,<,3__ ,race,==,DRAGON
79333300	風霊術－「雅」	 ,attribute,==,WIND
79407975	究極宝玉神 レインボー・ダーク・ドラゴン	" ,attribute,==,DARK
 ,attribute,==,DARK"
79656239	アロマセラフィ－スイート・マジョラム	
79856792	究極宝玉神 レインボー・ドラゴン	" ,cat_Jap,include,宝玉獣
 ,cat_Jap,include,宝玉獣
 ,cat_Jap,include,宝玉獣"
79985120	ＲＲ－レヴォリューション・ファルコン－エアレイド	" ,cat_Jap,include,RUM__And,type,include,SPELL
 ,cat_Jap,include,RR__And,type,include,XYZ,xyzc,SUMMON_XYZ,tp"
80312545	七精の解門	" ,(,1,.__ ,(,2,.__ ,type,include,MONSTER__.,),2,.__.,),2,.
 ,race,==,FIEND
 ,type,include,SPELL__And,type,include,CONTINUOUS"
80758812	デュアル・アブレーション	" ,type,include,GEMINI
 ,race,==,WARRIOR__And,type,include,MONSTER__And,attribute,==,FIRE"
81034083	暗黒の招来神	
81570454	焔聖騎士－ローラン	 ,(,1,.__ ,(,2,.__ ,race,==,WARRIOR__And,attribute,==,FIRE__.,),2,.__Or,type,include,EQUIP__.,),2,.
81977953	デザート・ツイスター	" ,attribute,==,att
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
82197831	驀進装甲ライノセイバー	
82257671	ガッチリ＠イグニスター	 ,type,include,EFFECT__And,race,==,CYBERSE
82841979	大和神	 ,type,include,SPIRIT
84121193	コードブレイカー・ウイルスソードマン	
85136114	マシンナーズ・パゼストレージ	" ,cat_Jap,include,マシンナーズ
 ,cat_Jap,include,マシンナーズ
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
85243784	リンクロス	 ,type,include,LINK,lc,sumtype,tp
86066372	アクセスコード・トーカー	 ,type,include,LINK
86395581	風霊媒師ウィン	" ,attribute,==,WIND
 ,defense,<,1500__ ,type,include,MONSTER__And,attribute,==,WIND
 ,attribute,==,WIND"
86852702	機甲部隊の再編制	" ,cat_Jap,include,マシンナーズ
 ,cat_Jap,include,マシンナーズ__And,type,include,MONSTER
 ,cat_Jap,include,マシンナーズ"
87074380	マシンナーズ・カーネル	 ,race,==,MACHINE
87188910	飢鰐竜アーケティス	
87997872	スフィンクス・アンドロジュネス	 ,id,==,code
88078306	Traptrix Genlisea	
89190953	次元融合殺	
89558090	ダーク・プリズナー	
90361289	機巧狐－宇迦之御魂稲荷	 ,attribute,==,att
90814668	Tyrant Farm	 ,type,include,EFFECT
92597893	Feedran, the Winds of Mischief	
93031067	Plunder Patroll Shipyarrrd	" ,cat_Jap,include,Plunder Patroll
 ,cat_Jap,include,Plunder Patroll"
93449450	Ｆ.Ａ.ハングオンマッハ	
93754402	炎舞－「洞明」	" ,race,==,BEASTWARRIOR
 ,cat_Jap,include,炎星"
93877990	富炎星－ハクテンオウ	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.__And,cat_Jap,include,炎舞
 ,cat_Jap,include,炎舞__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
94183877	王の影 ロプトル	 ,cat_Jap,include,ジェネレイド__And,id,!=,cd
94224458	白き宿命のエルドリクシル	 ,cat_Jap,include,幻魔
94253655	Plunder Patrollship Brann	" ,cat_Jap,include,Plunder Patroll
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,cat_Jap,include,Plunder Patroll__And,type,include,MONSTER"
94431029	ピンポイント奪取	
94553671	ウィッチクラフト・パトローナス	" ,race,==,SPELLCASTER
 ,cat_Jap,include,ウィッチクラフト__And,type,include,SPELL
 ,cat_Jap,include,ウィッチクラフト__And,type,include,SPELL"
94599451	魔導研究所	" ,level,>,1
 ,level,==,lv"
95568112	レイン・ボーズ	
96157835	ＲＲ－アーセナル・ファルコン	" ,race,==,WINGEDBEAST
 ,cat_Jap,include,RR__And,type,include,XYZ"
96561011	真紅眼の闇竜	
96945958	ＳＲカールターボ	 ,cat_Jap,include,SR__And,type,include,MONSTER
97300502	召喚獣アウゴエイデス	 ,type,include,FUSION
97854941	ワルキューレ・シグルーン	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,level,<,8__ ,cat_Jap,include,ワルキューレ"
98022050	珠玉獣－アルゴザウルス	 ,race,==,DINOSAUR
98024118	ホワイトポータン	 ,type,include,TUNER
98093548	俊炎星－ゾウセイ	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.__And,cat_Jap,include,炎舞
 ,cat_Jap,include,炎星
 ,cat_Jap,include,炎舞__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,type,include,MONSTER__And,cat_Jap,include,炎星__And,level,>,5"
98570539	混沌の夢魔鏡	
99249638	ユニオン・ドライバー	 ,level,<,4__ ,type,include,UNION
99792080	夢魔鏡の魔獣－パンタス	
17016131	Pride of the Plunder Patroll	
18832779	Plunder Patrollship Lys	" ,cat_Jap,include,Plunder Patroll
 ,cat_Jap,include,Plunder Patroll
 ,cat_Jap,include,Plunder Patroll"
18954366	Necroquip Prism	" ,type,include,MONSTER__And,level,<,4
 ,type,include,MONSTER__And,level,<,lv"
29177818	Rose Girl	
43004235	Plunder Patroll Parrrty	 ,cat_Jap,include,Plunder Patroll
44227727	Plunder Patroll Shipshape Ships Shipping	 ,cat_Jap,include,Plunder Patroll
55349375	Bluebeard, the Plunder Patroll Shipwright	 ,cat_Jap,include,Plunder Patroll
56161953	スクリプトン	" ,race,==,CYBERSE
 ,type,include,MONSTER"
80621422	Emblem of the Plunder Patroll	" ,cat_Jap,include,Plunder Patroll__And,attribute,==,att
 ,type,include,MONSTER"
81344070	Goldenhair, the Newest Plunder Patroll	 ,cat_Jap,include,Plunder Patroll
82566662	トウテツドラゴン	
83682209	Piwraithe the Ghost Pirate	
2648201	ＺＷ－極星神馬聖鎧	" ,cat_Jap,include,希望皇ホープ
 ,cat_Jap,include,希望皇ホープ"
5592689	サクリファイス・ロータス	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
6330307	ＤＺＷ－魔装鵺妖衣	 ,cat_Eng,include,Number C39
12927849	ＳＺＷ－天聖輝狼剣	" ,cat_Jap,include,ZW
 ,cat_Jap,include,希望皇ホープ
 ,cat_Jap,include,ZW__And,type,include,MONSTER"
17589298	サクリファイス・ソード	
18865703	ＺＷ－玄武絶対聖盾	" ,cat_Jap,include,希望皇ホープ
 ,type,include,XYZ"
29353756	ＺＷ－荒鷲激神爪	 ,cat_Jap,include,希望皇ホープ
36935434	バイロード・サクリファイス	
40941889	ＺＷ－阿修羅副腕	 ,cat_Jap,include,希望皇ホープ
41578483	ミレニアム・アイズ・サクリファイス	" ,type,include,EFFECT
 ,type,include,MONSTER"
45082499	ＺＷ－雷神猛虎剣	 ,cat_Jap,include,希望皇ホープ
51865604	ＺＳ－幻影賢者	" ,cat_Jap,include,希望皇ホープ
 ,attack,<,3000"
52653092	ＳＮｏ.０ ホープ・ゼアル	" ,type,include,XYZ,xyz,sumtype,tp__And,cat_Jap,include,No.
 ,cat_Jap,include,RUM
 ,cat_Jap,include,希望皇ホープ"
54248491	サクリファイス・スパイダー	
60992364	ＺＷ－獣王獅子武装	" ,cat_Jap,include,ZW__And,type,include,MONSTER
 ,cat_Jap,include,希望皇ホープ"
63519819	サウザンド・アイズ・サクリファイス	
64631466	サクリファイス	
71345905	ＲＤＭ－ヌメロン・フォール	 ,cat_Jap,include,希望皇ホープ
72237166	カイザー・サクリファイス	
76080032	ＺＷ－一角獣皇槍	
78063197	サクリファイス・フュージョン	 ,type,include,EFFECT
81471108	ＺＷ－風神雲龍剣	 ,cat_Jap,include,希望皇ホープ
87008374	ＺＷ－不死鳥弩弓	
94259633	サクリファイス・アニマ	 ,type,not include,TOKEN,lc,sumtype,tp
60600126	エマージェンシー・サイバー	 ,(,1,.__ ,cat_Jap,include,サイバー・ドラゴン__Or,(,2,.__ ,attribute,==,LIGHT__And,race,==,MACHINE__.,),2,.__.,),2,.
410904	憑依覚醒－ラセンリュウ	" ,race,==,SPELLCASTER
 ,attribute,==,WIND__And,level,<,4
 ,(,1,.__ ,cat_Eng,include,Spiritual Wind Art__Or,(,2,.__ ,cat_Jap,include,憑依__And,(,3,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),3,.__.,),3,.__.,),3,."
7631534	双天脚 鎧吽	 ,cat_Jap,include,電脳堺
8454126	ネフティスの繋ぎ手	 ,cat_Jap,include,ネフティス
8576764	貪食魚グリーディス	 ,type,include,MONSTER__And,race,==,AQUA
9798352	奇采のプルフィネス	" ,type,include,TRAP
 ,type,include,TRAP"
11429811	ワーニングポイント	
11637481	Ｕ.Ａ.リベロスパイカー	" ,cat_Jap,include,U.A.
 ,cat_Jap,include,U.A.__And,level,>,5
 ,cat_Jap,include,U.A.__And,id,!=,code"
11759079	双天脚の鴻鵠	" ,cat_Jap,include,電脳堺
 ,type,include,FUSION__And,cat_Jap,include,電脳堺
 ,cat_Jap,include,電脳堺__And,type,include,TRAP"
11819473	アルカナリーディング	 ,cat_Jap,include,アルカナフォース
12541409	インフェルニティ・サプレッション	
12571621	電脳堺豸－豸々	" ,cat_Eng,include,Virtual World
 ,cat_Eng,include,Virtual World__And,type,not include,type1
 ,cat_Eng,include,Virtual World__And,type,include,MONSTER"
12931061	Ｕ.Ａ.ハイパー・スタジアム	 ,type,include,SPELL__And,type,include,FIELD
13364097	電脳堺門－朱雀	" ,cat_Eng,include,Virtual World
 ,cat_Eng,include,Virtual World__And,(,1,.__ ,type,include,XYZ__.,),1,."
13486638	ＲＲ－ファントム・クロー	" ,type,include,XYZ__And,attribute,==,DARK
 ,cat_Jap,include,RR__And,type,include,XYZ"
13694209	教導の神徒	 ,cat_Jap,include,メルフィー
13764602	阿吽の呼吸	" ,cat_Jap,include,電脳堺__And,type,include,MONSTER
 ,cat_Jap,include,電脳堺__And,type,include,EFFECT"
14602126	エクシーズ・インポート	" ,type,not include,TOKEN__And,attack,<,atk
 ,type,include,MONSTER__And,type,include,XYZ"
14816857	鉄獣戦線 ナーベル	" ,race,==,RACES_BEAST_BWARRIOR_WINGB
 ,race,==,RACES_BEAST_BWARRIOR_WINGB__And,type,include,LINK
 ,cat_Jap,include,双天__And,type,include,MONSTER"
14886190	電脳堺都－九竜	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.__And,cat_Eng,include,Virtual World Gate
 ,cat_Eng,include,Virtual World
 ,(,1,.__ ,type,include,FUSION__Or,type,include,SYNCHRO__Or,type,include,XYZ__.,),1,.
 ,type,include,LINK__Or,(,1,.__ ,type,include,PENDULUM__.,),1,."
25538345	幻影騎士団ティアースケイル	" ,(,1,.__ ,(,2,.__ ,cat_Jap,include,幻影騎士団__And,type,include,MONSTER__.,),2,.__Or,(,3,.__ ,cat_Jap,include,ファントム__And,(,4,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),4,.__.,),4,.__.,),4,.
 ,(,1,.__ ,(,2,.__ ,cat_Jap,include,幻影騎士団__And,type,include,MONSTER__.,),2,.__Or,(,3,.__ ,cat_Jap,include,ファントム__And,(,4,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),4,.__.,),4,.__.,),4,."
25725326	プランキッズ・ミュー	 ,cat_Jap,include,プランキッズ__And,level,<,4
25908748	鉄獣の戦線	" ,cat_Jap,include,双天__And,type,include,MONSTER
 ,type,include,MONSTER"
26847978	鉄獣戦線 徒花のフェリジット	 ,level,<,4__ ,race,==,RACES_BEAST_BWARRIOR_WINGB__And,type,include,MONSTER
27069566	電脳堺凰－凰々	 ,cat_Eng,include,Virtual World__And,type,include,MONSTER
28781003	レイダーズ・ナイト	 ,type,include,XYZ__And,(,1,.__ ,cat_Jap,include,RR__Or,cat_Jap,include,エクシーズ・ドラゴン__Or,cat_Jap,include,幻影騎士団__.,),1,.
33026283	双天将 金剛	
34848821	痕喰竜ブリガンド	 ,(,1,.__ ,id,==,68468459__Or,(,2,.__ ,cat_Jap,include,双天__And,type,include,MONSTER__.,),2,.__.,),2,.
35960413	コウ・キューピット	" ,attribute,==,LIGHT__And,race,==,FAIRY
 ,type,include,MONSTER"
36187051	巌帯の美技－ゼノギタム	" ,type,include,MONSTER__And,race,==,ROCK
 ,type,include,MONSTER__And,race,==,ROCK"
38904695	インフェルニティ・ヘル・デーモン	
40975243	鉄獣の抗戦	" ,cat_Jap,include,双天
 ,race,==,RACES_BEAST_BWARRIOR_WINGB"
46809548	機巧牙－御神尊真神	" ,type,include,MONSTER
And,type,include,MONSTER__And,attack,>,0__And,defense,>,0"
47021196	Ｕ.Ａ.プレイングマネージャー	" ,cat_Jap,include,U.A.
 ,cat_Jap,not include,U.A."
48144778	インフェルニティ・コンジュラー	
48214588	新風の空牙団	 ,cat_Jap,include,空牙団
48636108	Ｕ.Ａ.マン・オブ・ザ・マッチ	 ,(,1,.__ ,cat_Jap,include,F.A.__Or,cat_Jap,include,U.A.__.,),1,.
48814566	魔獣の大餌	
49088914	電脳堺媛－瑞々	" ,cat_Eng,include,Virtual World__And,type,not include,ctype&key
 ,cat_Eng,include,Virtual World
 ,cat_Eng,include,Virtual World__And,type,not include,type1&key__And,type,not include,type2&key"
49158617	双天の調伏	 ,cat_Jap,include,電脳堺__And,type,include,FUSION
49752795	双天の再来	 ,cat_Jap,include,電脳堺
49936169	Ｕ.Ａ.ロッカールーム	" ,type,include,MONSTER__And,(,1,.__ ,cat_Jap,include,F.A.__Or,cat_Jap,include,U.A.__.,),1,.
 ,type,include,MONSTER__And,(,1,.__ ,cat_Jap,include,F.A.__Or,cat_Jap,include,U.A.__.,),1,."
49966326	電脳堺麟－麟々	" ,cat_Eng,include,Virtual World
 ,cat_Eng,include,Virtual World__And,type,not include,type1
 ,cat_Eng,include,Virtual World__And,type,not include,type1__And,type,not include,type2"
50275295	電脳堺門－青龍	" ,cat_Eng,include,Virtual World
 ,cat_Eng,include,Virtual World__And,type,include,MONSTER"
50810455	鉄獣戦線 ケラス	" ,type,include,MONSTER__And,race,==,RACES_BEAST_BWARRIOR_WINGB
 ,race,==,RACES_BEAST_BWARRIOR_WINGB
 ,race,==,RACES_BEAST_BWARRIOR_WINGB__And,type,include,LINK"
51097887	鉄獣の凶襲	" ,race,==,RACES_BEAST_BWARRIOR_WINGB__And,attack,<,atk__And,race,!=,race
 ,race,==,RACES_BEAST_BWARRIOR_WINGB"
51697825	ジャック・イン・ザ・ハンド	 ,level,==,1__ ,type,include,MONSTER
51933043	ＲＲ－ヒール・イーグル	 ,cat_Jap,include,RR__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
52119435	転晶のコーディネラル	
52331012	鉄獣戦線 銀弾のルガル	 ,level,<,4__ ,race,==,RACES_BEAST_BWARRIOR_WINGB__And,type,include,MONSTER
53054164	わくわくメルフィーズ	" ,type,include,XYZ__And,race,==,BEAST
 ,race,==,BEAST__And,level,<,2"
60110982	混沌幻魔アーミタイル－虚無幻影羅生悶	
60237530	双天拳 鎧阿	
64276752	アーク・リベリオン・エクシーズ・ドラゴン	 ,attribute,==,DARK__And,type,include,XYZ
65398390	焔聖騎士将－オリヴィエ	
71459017	禰須三破鳴比	
72171665	魔導闇商人	 ,type,include,CONTINUOUS__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
73304257	獣王アルファ	 ,race,==,RACES_BEAST_BWARRIOR_WINGB
74148483	インフェルニティ・ワイルドキャット	" ,type,include,MONSTER__And,cat_Jap,include,インフェルニティ
 ,cat_Jap,include,インフェルニティ__And,type,include,MONSTER"
74202664	一か八か	
74426895	憑依覚醒－ガギゴバイト	" ,race,==,SPELLCASTER
 ,attribute,==,WATER__And,level,<,4
 ,(,1,.__ ,cat_Eng,include,Spiritual Water Art__Or,(,2,.__ ,cat_Jap,include,憑依__And,(,3,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),3,.__.,),3,.__.,),3,."
75025112	魍魎跋扈	
75157704	双天の使命	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.__And,cat_Jap,include,電脳堺
85325774	暗黒界の援軍	 ,race,==,FIEND__And,level,<,4
85360035	双天拳の熊羆	" ,cat_Jap,include,電脳堺
 ,cat_Jap,include,電脳堺__And,type,include,SPELL"
86379342	鉄獣の血盟	" ,type,include,LINK
 ,race,==,RACES_BEAST_BWARRIOR_WINGB__And,type,include,MONSTER__And,race,!=,race
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
86483512	電脳堺悟－老々	" ,cat_Eng,include,Virtual World__And,type,not include,ctype&key
 ,cat_Eng,include,Virtual World
 ,cat_Eng,include,Virtual World__And,type,include,MONSTER__And,id,!=,tgid"
86547356	インフェルニティ・パラノイア	" ,attribute,==,DARK
 ,cat_Jap,include,インフェルニティ__And,type,include,MONSTER__And,level,==,lvl
 ,cat_Jap,include,インフェルニティ__And,type,include,MONSTER"
87091930	レイダーズ・アンブレイカブル・マインド	" ,attribute,==,DARK__And,type,include,XYZ
 ,cat_Jap,include,RUM__And,type,include,SPELL"
87209160	鉄獣戦線 フラクトール	" ,type,include,MONSTER__And,level,<,3__And,race,==,RACES_BEAST_BWARRIOR_WINGB
 ,race,==,RACES_BEAST_BWARRIOR_WINGB
 ,race,==,RACES_BEAST_BWARRIOR_WINGB__And,type,include,LINK"
87321742	ＲＲ－ストラングル・レイニアス	" ,cat_Jap,include,RR__And,level,<,4
 ,type,include,XYZ__And,attribute,==,DARK"
87481592	教導神理	
87669904	双天招来	
87669905	双天魂トークン	
88504133	ＲＵＭ－ファントム・フォース	 ,attribute,==,DARK
88544390	幻影騎士団ステンドグリーブ	" ,cat_Jap,include,幻影騎士団
 ,cat_Jap,include,幻影騎士団"
90448279	天霆號アーゼウス	 ,type,include,XYZ,xyzc,SUMMON_XYZ,tp
90664857	電脳堺甲－甲々	
91397409	ペンギン勇者	" ,cat_Jap,include,ペンギン
 ,attribute,==,WATER"
92519087	電脳堺狐－仙々	 ,type,include,MONSTER
99726621	鉄獣戦線 凶鳥のシュライグ	" ,race,==,RACES_BEAST_BWARRIOR_WINGB
 ,level,<,lv__ ,race,==,RACES_BEAST_BWARRIOR_WINGB__And,type,include,MONSTER"
1984618	天底の使徒	 ,(,1,.__ ,id,==,68468459__Or,(,2,.__ ,type,include,MONSTER__And,cat_Jap,include,メルフィー__.,),2,.__.,),2,.
