Jap,Eng,type,id
ラヴァル・フロギス,Laval Phlogis,MONSTER EFFECT,89609515
N・フレア・スカラベ,Neo-Spacian Flare Scarab,MONSTER EFFECT,89621922
忍法 空蝉の術,Ninjitsu Art of Decoy,TRAP CONTINUOUS,89628781
青眼の白龍,Blue-Eyes White Dragon,MONSTER NORMAL,89631139
青眼の白龍,Blue-Eyes White Dragon,MONSTER NORMAL,89631140
青眼の白龍,Blue-Eyes White Dragon,MONSTER NORMAL,89631141
青眼の白龍,Blue-Eyes White Dragon,MONSTER NORMAL,89631142
青眼の白龍,Blue-Eyes White Dragon,MONSTER NORMAL,89631143
青眼の白龍,Blue-Eyes White Dragon,MONSTER NORMAL,89631144
青眼の白龍,Blue-Eyes White Dragon,MONSTER NORMAL,89631145
青眼の白龍,Blue-Eyes White Dragon,MONSTER NORMAL,89631146
No.63 おしゃもじソルジャー,Number 63: Shamoji Soldier,MONSTER EFFECT XYZ,89642993
転生炎獣フォウル,Salamangreat Fowl,MONSTER EFFECT,89662401
武神器－ヤタ,Bujingi Crow,MONSTER EFFECT,89662736
華麗なる潜入工作員,Tactical Espionage Expert,MONSTER EFFECT,89698120
暴れ牛鬼,Abare Ushioni,MONSTER EFFECT,89718302
決戦融合－ファイナル・フュージョン,Final Fusion,TRAP,89719143
ファミリア・ナイト,Familiar Knight,MONSTER EFFECT,89731911
魔界発冥界行きバス,Tour Bus To Forbidden Realms,MONSTER EFFECT FLIP,89732524
グリモの魔導書,Spellbook of Secrets,SPELL,89739383
斬機ディヴィジョン,Mathmech Division,MONSTER EFFECT,89743495
炎熱刀プロミネンス,"Prominence, Molten Swordsman",MONSTER EFFECT,89770167
H・C ダブル・ランス,Heroic Challenger - Double Lance,MONSTER EFFECT,89774530
ミレニアム・アイズ・イリュージョニスト,Millennium-Eyes Illusionist,MONSTER EFFECT,89785779
タキオン・ギャラクシースパイラル,Tachyon Spiral Galaxy,TRAP,89789152
極星宝レーヴァテイン,Nordic Relic Laevateinn,TRAP,89792713
深淵の指名者,Abyssal Designator,SPELL,89801755
レプティレス・メデューサ,Reptilianne Medusa,MONSTER EFFECT,89810518
花札衛－柳に小野道風－,Flower Cardian Willow with Calligrapher,MONSTER EFFECT TUNER SPSUMMON,89818984
密林の黒竜王,B. Dragon Jungle King,MONSTER NORMAL,89832901
罡炎星－リシュンキ,Brotherhood of the Fire Fist - Kirin,MONSTER EFFECT SYNCHRO,89856523
M・HERO ブラスト,Masked HERO Blast,MONSTER EFFECT FUSION,89870349
ナイト・ショット,Night Beam,SPELL,89882100
濡れ衣,Mistaken Accusation,SPELL QUICKPLAY,89883517
ラヴァルの炎車回し,Laval Miller,MONSTER EFFECT,89893715
D－スピリッツ,D - Spirit,SPELL,89899996
恐竜人,Anthrosaurus,MONSTER NORMAL,89904598
白闘気双頭神龍,White Aura Bihamut,MONSTER EFFECT SYNCHRO,89907227
神龍トークン,Divine Dragon Token,MONSTER NORMAL TOKEN,89907228
ミョルニルの魔槌,Divine Relic Mjollnir,TRAP,89914395
通販売員,Two-for-One Team,MONSTER EFFECT,89928517
E・HERO ネオス,Elemental HERO Neos,MONSTER NORMAL,89943723
E・HERO ネオス,Elemental HERO Neos,MONSTER NORMAL,89943724
王家の守護者,Pharaonic Protector,MONSTER NORMAL,89959682
シンクロコール,Synchro Call,TRAP,89974904
東方の英雄,Hero of the East,MONSTER NORMAL,89987208
トゥーンのもくじ,Toon Table of Contents,SPELL,89997728
おジャマ・カントリー,Ojama Country,SPELL FIELD,90011152
ジェムナイト・アレキサンド,Gem-Knight Alexandrite,MONSTER EFFECT,90019393
タイム・ボマー,Jigen Bakudan,MONSTER EFFECT FLIP,90020065
シノビネクロ,Shinobi Necro,MONSTER EFFECT TUNER,90020780
クリアウィング・ファスト・ドラゴン,Clear Wing Fast Dragon,MONSTER EFFECT SYNCHRO PENDULUM,90036274
E・HERO コスモ・ネオス,Elemental HERO Cosmo Neos,MONSTER EFFECT FUSION,90050480
W星雲隕石,W Nebula Meteorite,TRAP,90075978
鍵魔人ハミハミハミング,Humhumming the Key Djinn,MONSTER EFFECT XYZ,90098780
天魔大帝,Tenmataitei,MONSTER EFFECT,90122655
No.5 亡朧竜 デス・キマイラ・ドラゴン,Number 5: Doom Chimera Dragon,MONSTER EFFECT XYZ,90126061
雲魔物のスコール,Cloudian Squall,SPELL CONTINUOUS,90135989
おジャマ・キング,Ojama King,MONSTER EFFECT FUSION,90140980
炎の女暗殺者,Lady Assailant of Flames,MONSTER EFFECT FLIP,90147755
セイクリッドの超新生,Constellar Star Cradle,SPELL,90156158
B・F－早撃ちのアルバレスト,Battlewasp - Arbalest the Rapidfire,MONSTER EFFECT,90161770
No.35 ラベノス・タランチュラ,Number 35: Ravenous Tarantula,MONSTER EFFECT XYZ,90162951
ワールド・ダイナ・レスリング,World Dino Wrestling,SPELL FIELD,90173539
忍法 超変化の術,Ninjitsu Art of Super-Transformation,TRAP CONTINUOUS,90200789
極星天グルヴェイグ,Gullveig of the Nordic Ascendant,MONSTER EFFECT LINK,90207654
万華鏡－華麗なる分身－,Elegant Egotist,SPELL,90219263
ハーピィ・チャネラー,Harpie Channeler,MONSTER EFFECT,90238142
D・リペアユニット,Morphtronic Repair Unit,SPELL EQUIP,90239723
ワイトプリンセス,Wightprincess,MONSTER EFFECT,90243945
パワー・ピカクス,Power Pickaxe,SPELL EQUIP,90246973
黄竜の忍者,Yellow Dragon Ninja,MONSTER EFFECT,90247311
シャイニング・アブソーブ,Leeching the Light,SPELL,90263923
サイレント・アングラー,Silent Angler,MONSTER EFFECT,90303176
E・HERO ネオス・クルーガー,Elemental HERO Neos Kluger,MONSTER EFFECT FUSION,90307498
影霊衣の術士 シュリット,"Shurit, Strategist of the Nekroz",MONSTER EFFECT,90307777
氷結界の水影,Dewdark of the Ice Barrier,MONSTER EFFECT TUNER,90311614
魔女狩り,Last Day of Witch,SPELL,90330453
魔女狩り,Last Day of Witch,SPELL,90330454
魚雷魚,Torpedo Fish,MONSTER EFFECT,90337190
オルフェゴール・バベル,Orcustrated Babel,SPELL FIELD,90351981
シルバー・フォング,Silver Fang,MONSTER NORMAL,90357090
超重武者装留イワトオシ,Superheavy Samurai Soulpiercer,MONSTER EFFECT,90361010
機巧狐－宇迦之御魂稲荷,"Gizmek Inari, the Grain Storage Fox",MONSTER EFFECT,90361289
河伯,"Hebo, Lord of the River",MONSTER EFFECT SPIRIT,90365482
アームド・チェンジャー,Armed Changer,SPELL EQUIP,90374791
極超辰醒,Hypernova Burst,SPELL,90384300
六武衆－カモン,The Six Samurai - Kamon,MONSTER EFFECT,90397998
ザ・キックマン,The Kick Man,MONSTER EFFECT,90407382
巌征竜－レドックス,"Redox, Dragon Ruler of Boulders",MONSTER EFFECT,90411554
幻影騎士団ダスティローブ,The Phantom Knights of Ancient Cloak,MONSTER EFFECT,90432163
ネクロバレーの王墓,Imperial Tombs of Necrovalley,TRAP COUNTER,90434657
漆黒のトバリ,Veil of Darkness,SPELL CONTINUOUS,90434926
サイバー・シャドー・ガードナー,Cyber Shadow Gardna,TRAP CONTINUOUS,90440725
メガリス・ハギト,Megalith Hagith,MONSTER EFFECT RITUAL,90444325
Kozmo－エナジーアーツ,Kozmojo,TRAP,90452877
黒曜岩竜,Obsidian Dragon,MONSTER EFFECT,90464188
鬼神の連撃,Oni-Gami Combo,SPELL,90470931
レベルダウン！？,Level Down!?,SPELL QUICKPLAY,90500169
地盤沈下,Ground Collapse,SPELL CONTINUOUS,90502999
魂の開封,Soul Unseal,SPELL,90506641
X－セイバー エアベルン,X-Saber Airbellum,MONSTER EFFECT TUNER,90508760
グレートフライ,Greatfly,MONSTER EFFECT LINK,90512490
検疫,Quarantine,SPELL CONTINUOUS,90519313
ナチュル・ガイアストライオ,Naturia Gaiastrio,MONSTER EFFECT FUSION,90555947
上昇気流,Updraft,TRAP,90557975
レプティレス・ポイズン,Reptilianne Poison,SPELL,90576781
D－HERO ディストピアガイ,Destiny HERO - Dystopia,MONSTER EFFECT FUSION,90579153
剣闘獣アンダル,Gladiator Beast Andal,MONSTER NORMAL,90582719
No.41 泥睡魔獣バグースカ,Number 41: Bagooska the Terribly Tired Tapir,MONSTER EFFECT XYZ,90590303
No.41 泥睡魔獣バグースカ,Number 41: Bagooska the Terribly Tired Tapir,MONSTER EFFECT XYZ,90590304
ヴァイロン・フィラメント,Vylon Filament,SPELL EQUIP,90592429
魔轟神獣ペガラサス,The Fabled Peggulsus,MONSTER EFFECT TUNER,90616316
リバース・バスター,Reverse Buster,MONSTER EFFECT,90640901
未来サムライ,Future Samurai,MONSTER EFFECT GEMINI,90642597
暗黒プテラ,Black Ptera,MONSTER EFFECT,90654356
メテオ・ブラック・ドラゴン,Meteor B. Dragon,MONSTER FUSION,90660762
パイナップル爆弾,Pineapple Blast,TRAP,90669991
閃刀姫－シズク,Sky Striker Ace - Shizuku,MONSTER EFFECT LINK,90673288
ガガガリベンジ,Gagagarevenge,SPELL EQUIP,90673413
闇薔薇の妖精,Dark Rose Fairy,MONSTER EFFECT,90724272
竜魔人 クィーンドラグーン,Queen Dragun Djinn,MONSTER EFFECT XYZ,90726340
インヴェルズの斥候,Steelswarm Scout,MONSTER EFFECT,90727556
挑発,Taunt,TRAP,90740329
挑発,Taunt,TRAP,90740330
魔導老士 エアミット,Hermit of Prophecy,MONSTER EFFECT,90743290
ゴルゴニック・グール,Gorgonic Ghoul,MONSTER EFFECT,90764875
リトル・ウィンガード,Little-Winguard,MONSTER EFFECT,90790253
未界域のサンダーバード,Danger! Thunderbird!,MONSTER EFFECT,90807199
餅カエル,Toadally Awesome,MONSTER EFFECT XYZ,90809975
逆巻く炎の精霊,Raging Flame Sprite,MONSTER EFFECT,90810762
連鎖召喚,Chain Summon,SPELL,90812044
Tyrant Farm,Tyrant Farm,SPELL,90814668
ガルマソード,Garma Sword,MONSTER RITUAL,90844184
群雄割拠,Rivalry of Warlords,TRAP CONTINUOUS,90846359
戦士抹殺,Warrior Elimination,SPELL,90873992
ジャックス・ナイト,Jack's Knight,MONSTER NORMAL,90876561
究極幻神 アルティミトル・ビシバールキン,Phantasmal Lord Ultimitl Bishbaalkin,MONSTER EFFECT SYNCHRO,90884403
邪眼神トークン,Utchatzimime Token,MONSTER NORMAL TOKEN,90884404
クリフォート・シェル,Qliphort Shell,MONSTER EFFECT PENDULUM,90885155
竜の交感,Draconnection,SPELL,90887783
鉄腕ゴーレム,Steel Ogre Grotto #2,MONSTER NORMAL,90908427
踊る妖精,Dancing Fairy,MONSTER EFFECT,90925163
闇の量産工場,Dark Factory of Mass Production,SPELL,90928333
侵略の侵喰崩壊,Infestation Terminus,TRAP,90934570
先史遺産技術,Chronomaly Technology,SPELL,90951921
TG ハイパー・ライブラリアン,T.G. Hyper Librarian,MONSTER EFFECT SYNCHRO,90953320
剣闘獣ゲオルディアス,Gladiator Beast Gaiodiaz,MONSTER EFFECT FUSION,90957527
トゥーン・ブラック・マジシャン・ガール,Toon Dark Magician Girl,MONSTER EFFECT TOON SPSUMMON,90960358
眠り子,Nemuriko,MONSTER NORMAL,90963488
ダークジェロイド,Dark Jeroid,MONSTER EFFECT,90980792
地征竜－リアクタン,"Reactan, Dragon Ruler of Pebbles",MONSTER EFFECT,91020571
海晶乙女の闘海,Marincess Battle Ocean,SPELL FIELD,91027843
デストーイ・デアデビル,Frightfur Daredevil,MONSTER EFFECT FUSION,91034681
エーリアン・テレパス,Alien Telepath,MONSTER EFFECT,91070115
ポリノシス,Pollinosis,TRAP COUNTER,91078716
電磁シールド,Electromagnetic Shield,SPELL CONTINUOUS,91107093
光天使スローネ,Star Seraph Sovereignty,MONSTER EFFECT,91110378
力の代行者 マーズ,The Agent of Force - Mars,MONSTER EFFECT,91123920
スノーマンイーター,Snowman Eater,MONSTER EFFECT,91133740
熾天蝶,Seraphim Papillion,MONSTER EFFECT LINK,91140491
神々の黄昏,Gotterdammerung,SPELL,91148083
エルフの剣士,Celtic Guardian,MONSTER NORMAL,91152256
エルフの剣士,Celtic Guardian,MONSTER NORMAL,91152257
エルフの剣士,Celtic Guardian,MONSTER NORMAL,91152258
魔導獣 ジャッカル,Mythical Beast Jackal,MONSTER EFFECT PENDULUM,91182675
神秘の代行者 アース,The Agent of Mystery - Earth,MONSTER EFFECT TUNER,91188343
「A」細胞組み換え装置,"""A"" Cell Recombination Device",SPELL QUICKPLAY,91231901
タン・ツイスター,Tongue Twister,MONSTER EFFECT,91250514
SPYRAL－グレース,SPYRAL Master Plan,MONSTER EFFECT,91258852
サイバース・ビーコン,Cyberse Beacon,TRAP,91269402
トリックスターバンド・ギタースイート,Trickstar Band Sweet Guitar,MONSTER EFFECT FUSION,91272072
ヴェルズ・オピオン,Evilswarm Ophion,MONSTER EFFECT XYZ,91279700
B・F－追撃のダート,Battlewasp - Dart the Hunter,MONSTER EFFECT,91283212
雷天気ターメル,The Weather Painter Thunder,MONSTER EFFECT,91299846
魔導耀士 デイブレイカー,Day-Breaker the Shining Magical Warrior,MONSTER EFFECT LINK,91336701
裁きの代行者 サターン,The Agent of Judgment - Saturn,MONSTER EFFECT,91345518
ライトレイ ソーサラー,Lightray Sorcerer,MONSTER EFFECT SPSUMMON,91349449
マドルチェ・ホーットケーキ,Madolche Hootcake,MONSTER EFFECT,91350799
黒い旋風,Black Whirlwind,SPELL CONTINUOUS,91351370
出幻,Apparition,TRAP,91392974
烈風の空牙団,Mayhem Fur Hire,SPELL QUICKPLAY,91405870
フォーチュン・ヴィジョン,Fortune Vision,SPELL CONTINUOUS,91407982
アドヴェンデット・セイヴァー,Avendread Savior,MONSTER EFFECT LINK,91420202
妖仙獣 右鎌神柱,Yosenju Shinchu R,MONSTER EFFECT PENDULUM,91420254
螺旋式発条,Zenmailstrom,TRAP,91422370
A・ジェネクス・ベルフレイム,Genex Ally Bellflame,MONSTER EFFECT,91438994
ガスタの静寂 カーム,"Caam, Serenity of Gusto",MONSTER EFFECT,91449144
EMオールカバー・ヒッポ,Performapal Flip Hippo,MONSTER EFFECT,91449532
太陽の祭壇,Temple of the Sun,SPELL CONTINUOUS,91468551
ゲートウェイ・ドラゴン,Gateway Dragon,MONSTER EFFECT,91482773
ガガガザムライ,Gagaga Samurai,MONSTER EFFECT XYZ,91499077
禁忌の壺,Pot of The Forbidden,MONSTER EFFECT FLIP,91501248
トリックスター・ナルキッス,Trickstar Narkissus,MONSTER EFFECT,91505214
インセクト女王,Insect Queen,MONSTER EFFECT,91512835
インセクトモンスタートークン,Insect Monster Token,MONSTER NORMAL TOKEN,91512836
ネオフレムベル・サーベル,Neo Flamvell Sabre,MONSTER EFFECT,91554542
棘の妖精,Prickle Fairy,MONSTER EFFECT,91559748
レプティレス・アンガー,Reptilianne Rage,SPELL EQUIP,91580102
EMトランプ・ウィッチ,Performapal Trump Witch,MONSTER EFFECT PENDULUM,91584698
創星神 tierra,"Tierra, Source of Destruction",MONSTER EFFECT SPSUMMON,91588074
秘術の書,Book of Secret Arts,SPELL EQUIP,91595718
ダーク・クルセイダー,Dark Crusader,MONSTER EFFECT,91596726
ゲットライド！,Roll Out!,TRAP,91597389
D・クロックン,Morphtronic Clocken,MONSTER EFFECT,91607976
連鎖爆撃,Chain Strike,SPELL QUICKPLAY,91623717
神樹のパラディオン,Crusadia Arboria,MONSTER EFFECT TUNER,91646304
森羅の恵み,Sylvan Blessing,TRAP,91650245
ガスタ・イグル,Gusto Egul,MONSTER EFFECT TUNER,91662792
サイバー・エスパー,Cyber Esper,MONSTER EFFECT,91663373
セキュリティ・ブロック,Security Block,SPELL QUICKPLAY,91665064
サイバー・エンジェル－伊舎那－,Cyber Angel Izana,MONSTER EFFECT RITUAL,91668401
かっとビング・チャレンジ,Hi-Five the Sky,TRAP,91677585
D－HERO ドリルガイ,Destiny HERO - Drilldark,MONSTER EFFECT,91691605
極星邪狼フェンリル,Fenrir the Nordic Wolf,MONSTER EFFECT SPSUMMON,91697229
フレムベル・デビル,Flamvell Fiend,MONSTER EFFECT,91711547
時械神カミオン,"Kamion, the Timelord",MONSTER EFFECT,91712985
ゴゴゴアリステラ＆デクシア,Gogogo Aristera & Dexia,MONSTER EFFECT,91718579
ジェムナイト・ガネット,Gem-Knight Garnet,MONSTER NORMAL,91731841
ご隠居の大釜,Cauldron of the Old Man,SPELL CONTINUOUS,91740879
リターン・オブ・アンデット,Return of the Zombies,TRAP,91742238
犬タウルス,Caninetaur,MONSTER EFFECT,91754175
覇者の一括,Thunder of Ruler,TRAP,91781589
クラブ・タートル,Crab Turtle,MONSTER RITUAL,91782219
デュアル・スコーピオン,Gemini Scorpion,MONSTER EFFECT,91798373
ディメンション・アトラクター,Dimension Shifter,MONSTER EFFECT,91800273
トリオンの蟲惑魔,Traptrix Myrmeleo,MONSTER EFFECT,91812341
マジックブラスト,Magical Blast,SPELL,91819979
ガスタのつむじ風,Whirlwind of Gusto,TRAP,91822647
水照明,Aquarium Lighting,SPELL CONTINUOUS,91831066
トゥーン・デーモン,Toon Summoned Skull,MONSTER EFFECT TOON SPSUMMON,91842653
激昂のムカムカ,Enraged Muka Muka,MONSTER EFFECT,91862578
アマゾネスの射手,Amazoness Archer,MONSTER EFFECT,91869203
銀嶺の巨神,Soul of Silvermountain,MONSTER EFFECT XYZ,91895091
エヴォルド・エルギネル,Evoltile Elginero,MONSTER EFFECT,91903221
クリフォート・アーカイブ,Qliphort Carrier,MONSTER EFFECT PENDULUM,91907707
ハーピィ・レディ1,Harpie Lady 1,MONSTER EFFECT,91932350
ホーリー・ドール,Rogue Doll,MONSTER NORMAL,91939608
応身の機械天使,Incarnated Machine Angel,SPELL CONTINUOUS,91946859
迅雷の騎士ガイアドラグーン,"Gaia Dragon, the Thunder Charger",MONSTER EFFECT XYZ,91949988
海晶乙女ブルータン,Marincess Blue Tang,MONSTER EFFECT,91953000
女神ウルドの裁断,Goddess Urd's Verdict,SPELL CONTINUOUS,91969909
鋼核初期化,Koa'ki Meiru Initialize!,SPELL QUICKPLAY,91985515
アタック・リフレクター・ユニット,Attack Reflector Unit,TRAP,91989718
ウィップテイル・ガーゴイル,Whiptail Crow,MONSTER NORMAL,91996584
XYZ－ドラゴン・キャノン,XYZ-Dragon Cannon,MONSTER EFFECT FUSION,91998119
XYZ－ドラゴン・キャノン,XYZ-Dragon Cannon,MONSTER EFFECT FUSION,91998120
XYZ－ドラゴン・キャノン,XYZ-Dragon Cannon,MONSTER EFFECT FUSION,91998121
古代の機械城,Ancient Gear Castle,SPELL CONTINUOUS,92001300
No.76 諧調光師グラディエール,Number 76: Harmonizer Gradielle,MONSTER EFFECT XYZ,92015800
ヴァイロン・エレメント,Vylon Element,SPELL CONTINUOUS,92035412
デーモンの騎兵,Archfiend Cavalry,MONSTER EFFECT,92039899
アクアアクトレス・アロワナ,Aquaactress Arowana,MONSTER EFFECT,92053608
氷結界に住む魔酔虫,Numbing Grub in the Ice Barrier,MONSTER EFFECT,92065772
見切りの極意,Showdown of the Secret Sense Scroll Techniques,TRAP COUNTER,92080692
ヒゲアンコウ,Unshaven Angler,MONSTER EFFECT,92084010
調星のドラッグスター,Space Dragster,TRAP CONTINUOUS,92092092
シェイプシスター,Shapesister,TRAP CONTINUOUS,92099232
聖騎士アルトリウス,Noble Knight Artorigus,MONSTER NORMAL,92125819
パクバグ,Bite Bug,MONSTER EFFECT,92142169
EMロングフォーン・ブル,Performapal Longphone Bull,MONSTER EFFECT,92170894
サプレス・コライダー,Suppression Collider,MONSTER NORMAL,92176681
時の女神の悪戯,Mischief of the Time Goddess,SPELL QUICKPLAY,92182447
霊魂鳥－伝鳩,Shinobird Pigeon,MONSTER EFFECT SPIRIT,92200612
紺碧の機界騎士,Mekk-Knight Indigo Eclipse,MONSTER EFFECT,92204263
二者一両損,Simultaneous Loss,TRAP,92219931
神鳥の霊峰エルブルズ,"Elborz, the Sacred Lands of Simorgh",SPELL FIELD,92223430
天空の泉,The Fountain in the Sky,SPELL CONTINUOUS,92223641
妖仙獣 鎌弐太刀,Yosenju Kama 2,MONSTER EFFECT,92246806
潤いの風,Humid Winds,TRAP CONTINUOUS,92266279
カラクリ樽 真九六,"Karakuri Barrel mdl 96 ""Shinkuro""",MONSTER EFFECT TUNER,92300891
ディフェクト・コンパイラー,Defect Compiler,MONSTER EFFECT,92327802
フューリー・オブ・ファイア,Fury of Fire,SPELL,92345028
サイコ・ソード,Psychic Sword,SPELL EQUIP,92346415
レッドアイズ・インサイト,Red-Eyes Insight,SPELL,92353449
アトミック・スクラップ・ドラゴン,Atomic Scrap Dragon,MONSTER EFFECT SYNCHRO,92361635
銀河衛竜,Galaxy Satellite Dragon,MONSTER EFFECT LINK,92362073
RUM－リミテッド・バリアンズ・フォース,Rank-Up-Magic Limited Barian's Force,SPELL,92365601
スレイブタイガー,Test Tiger,MONSTER EFFECT,92373006
黒衣の大賢者,Dark Sage,MONSTER EFFECT SPSUMMON,92377303
黄金の征服王,El Dorado Adelantado,TRAP,92379223
ウィルミー,Wilmee,MONSTER NORMAL,92391084
スピリットの誘い,Spirit's Invitation,TRAP CONTINUOUS,92394653
ドラゴンの宝珠,The Dragon's Bead,TRAP CONTINUOUS,92408984
ホワイト・ドルフィン,White Dolphin,MONSTER NORMAL,92409659
雨天気ラズラ,The Weather Painter Rain,MONSTER EFFECT,92411493
ギミック・パペット－ネクロ・ドール,Gimmick Puppet Dreary Doll,MONSTER EFFECT,92418590
レアメタル・レディ,Robolady,MONSTER NORMAL,92421852
時械神ラツィオン,"Lazion, the Timelord",MONSTER EFFECT,92435533
リミッター・ブレイク,Limiter Overload,TRAP,92450185
心眼の祭殿,Temple of the Mind's Eye,SPELL FIELD,92481084
聖戦士カオス・ソルジャー,Black Luster Soldier - Sacred Soldier,MONSTER EFFECT,92510265
神の忠告,Solemn Scolding,TRAP COUNTER,92512625
燃え盛るヒータ,Blazing Hiita,MONSTER EFFECT,92518817
魔弾－デビルズ・ディール,Magical Musket - Fiendish Deal,TRAP CONTINUOUS,92534075
DDD反骨王レオニダス,D/D/D Rebel King Leonidas,MONSTER EFFECT PENDULUM,92536468
サーヴァント・オブ・エンディミオン,Servant of Endymion,MONSTER EFFECT PENDULUM,92559258
星遺物の導く先,The World Legacy,SPELL CONTINUOUS,92562411
殺炎星－ブルキ,Brotherhood of the Fire Fist - Buffalo,MONSTER EFFECT,92572371
プラズマ・ボール,Plasma Ball,MONSTER EFFECT,92595545
罰則金,Fine,TRAP,92595643
"Feedran, the Winds of Mischief","Feedran, the Winds of Mischief",MONSTER EFFECT,92597893
H・C アンブッシュ・ソルジャー,Heroic Challenger - Ambush Soldier,MONSTER EFFECT,92609670
フォトン・ストリーク・バウンサー,Photon Strike Bounzer,MONSTER EFFECT XYZ,92661479
マーダーサーカス・ゾンビ,Clown Zombie,MONSTER NORMAL,92667214
チューニング・サポーター,Tuningware,MONSTER EFFECT,92676637
ギアギアンカー,Geargianchor,MONSTER EFFECT,92693205
ダーク・クリエイター,The Dark Creator,MONSTER EFFECT SPSUMMON,92719314
D・ラジカッセン,Morphtronic Boomboxen,MONSTER EFFECT,92720564
竜宮のツガイ,Giant Pairfish,MONSTER EFFECT,92723496
子狸ぽんぽこ,Baby Raccoon Ponpoko,MONSTER EFFECT,92729410
マグネッツ2号,M-Warrior #2,MONSTER NORMAL,92731455
グレート・スピリット,Great Spirit,MONSTER EFFECT,92736188
竜剣士ラスターP,"Luster Pendulum, the Dracoslayer",MONSTER EFFECT TUNER PENDULUM,92746535
エレメント・ザウルス,Element Saurus,MONSTER EFFECT,92755808
EMバラクーダ,Performapal Barracuda,MONSTER EFFECT PENDULUM,92767273
サイバネティック・ヒドゥン・テクノロジー,Cybernetic Hidden Technology,TRAP CONTINUOUS,92773018
エクスクローラー・クオリアーク,X-Krawler Qualiark,MONSTER EFFECT LINK,92781606
リチュア・エリアル,Gishki Ariel,MONSTER EFFECT FLIP,92784374
堕天使ユコバック,Darklord Ukoback,MONSTER EFFECT,92807548
ギミック・パペット－ナイト・ジョーカー,Gimmick Puppet Twilight Joker,MONSTER EFFECT,92821268
馬頭鬼,Mezuki,MONSTER EFFECT,92826944
幻水龍,Mythic Water Dragon,MONSTER EFFECT,92841002
立ちはだかる強敵,Staunch Defender,TRAP,92854392
ドラグニティ－セナート,Dragunity Senatus,MONSTER EFFECT,92868896
魔装戦士 ドラゴノックス,"Dragonox, the Empowered Warrior",MONSTER EFFECT PENDULUM,92870717
魅惑の合わせ鏡,Alluring Mirror Split,SPELL CONTINUOUS,92881099
ながれ者傭兵部隊,Nomadic Force,MONSTER EFFECT,92887027
ディフォーム,Morphtransition,TRAP,92890308
ヴァレルロード・F・ドラゴン,Borreload Furious Dragon,MONSTER EFFECT FUSION,92892239
スクラップ・サーチャー,Scrap Searcher,MONSTER EFFECT,92901944
魔導法皇 ハイロン,Hierophant of Prophecy,MONSTER EFFECT XYZ,92918648
宣告者の神巫,Diviner of the Heralds,MONSTER EFFECT TUNER,92919429
蘇りし魂,Soul Resurrection,TRAP CONTINUOUS,92924317
EMミス・ディレクター,Performapal Miss Director,MONSTER EFFECT TUNER,92932860
霞の谷の風使い,Mist Valley Windmaster,MONSTER EFFECT TUNER,92933195
邪炎の翼,Wings of Wicked Flame,MONSTER NORMAL,92944626
EMショーダウン,Performapal Show Down,TRAP,92958307
グローアップ・ブルーム,Glow-Up Bloom,MONSTER EFFECT TUNER,92964816
サブテラーマリス・バレスアッシュ,Subterror Behemoth Ultramafus,MONSTER EFFECT FLIP,92970404
孤高除獣,Aloof Lupine,MONSTER EFFECT,92998610
マハー・ヴァイロ,Maha Vailo,MONSTER EFFECT,93013676
ゼロ・デイ・ブラスター,Zero-Day Blaster,TRAP,93014827
王宮の弾圧,Royal Oppression,TRAP CONTINUOUS,93016201
燈影の機界騎士,Mekk-Knight Orange Sunset,MONSTER EFFECT,93020401
墓守の召喚師,Gravekeeper's Recruiter,MONSTER EFFECT,93023479
Plunder Patroll Shipyarrrd,Plunder Patroll Shipyarrrd,SPELL FIELD,93031067
破械神アルバ,Unchained Soul of Anguish,MONSTER EFFECT LINK,93084621
聖騎士エクター・ド・マリス,Noble Knight Eachtar,MONSTER EFFECT,93085839
炎の護封剣,Swords of Burning Light,SPELL CONTINUOUS,93087299
ワンタイム・パスコード,One-Time Passcode,SPELL,93104632
セキュリティトークン,Security Token,MONSTER NORMAL TOKEN,93104633
共鳴虫,Howling Insect,MONSTER EFFECT,93107608
リクイド・ビースト,Liquid Beast,MONSTER NORMAL,93108297
モンスター回収,Monster Recovery,SPELL QUICKPLAY,93108433
No.58 炎圧鬼バーナー・バイサー,Number 58: Burner Visor,MONSTER EFFECT XYZ,93108839
レプティアの武者騎兵,Samurai Cavalry of Reptier,MONSTER EFFECT PENDULUM,93124273
ビクトリー・バイパー XX03,Victory Viper XX03,MONSTER EFFECT,93130021
オプショントークン,Option Token,MONSTER NORMAL TOKEN,93130022
バトル・スタン・ソニック,Sonic Stun,TRAP,93138457
オッドアイズ・ファントム・ドラゴン,Odd-Eyes Phantom Dragon,MONSTER EFFECT PENDULUM,93149655
ボルテック・コング,Voltic Kong,MONSTER EFFECT,93151201
ヴァイロン・オメガ,Vylon Omega,MONSTER EFFECT SYNCHRO,93157004
クリスタル・ガール,Crystal Girl,MONSTER EFFECT,93169863
マジック・ストライカー,Spell Striker,MONSTER EFFECT,93187568
黄金郷のワッケーロ,Huaquero of the Golden Land,TRAP CONTINUOUS,93191801
超音速波,Sonic Boom,TRAP,93211810
アーミー・ジェネクス,Genex Army,MONSTER EFFECT,93211836
毒蛇の供物,Offering to the Snake Deity,TRAP,93217231
グランド・ドラゴン,Cave Dragon,MONSTER EFFECT,93220472
エンシェント・エルフ,Ancient Elf,MONSTER NORMAL,93221206
